product_id	rating	buyer_nickname
0	5	IshaShi
0	4	mmaheras808
0	3	entirelycoco
0	2	whitfordmjc
0	1	dreacanela
0	3	jesuslovesyou
0	5	lindsspatterson
0	4	sundara
0	3	jacynyu
0	2	Knokie
0	1	izzimizzi
0	4	MissEllieM
0	5	sprout8080
0	4	LMD219
0	3	yasminej141
0	2	SLFox0309
0	1	SHELLEEZ
0	5	LoriYng
0	5	nicmac65
0	4	PoojaRamchandan
0	3	CindyLouBlock
0	2	Sovushka2294
0	1	simpleone
0	4	mudraxe
0	5	madelinaf
0	4	dml808
0	3	mmarrianne
0	2	Marband1
0	1	ryyy
0	1	ava123
0	5	mopograce
0	4	kimmi204
0	3	lunalace
0	2	kaymuc420
0	1	LoreAlexandra
0	4	bri3281
0	5	lindsay10aski
0	4	JesslovesJ
0	3	anteater17
0	2	malgal17
0	1	nonni91
0	4	LadyMegalynn
0	5	kwasen
0	4	Zooe
0	3	Abygurl
0	2	xmacyoof
0	1	Syl85
0	4	vm278
0	5	MaruMaru99
0	4	ZanetaT
0	3	Tash2213
0	2	OriotgrrrlO
0	1	EesmeM
0	5	kt133
0	5	Izzyh88
0	4	Addmoreleg
0	3	MedicatedNeko
0	2	rellyz
0	1	rachel0123
0	5	Doombunny321
0	5	jennaadragna
0	4	ellmitch
0	3	Lindssy
0	2	MeeshL23
0	1	Des9012
0	5	EvieX3
0	5	ramo23
0	4	farrellkat81
0	3	lilmochi2020
0	2	DanniDi
0	1	maskcura
0	5	Samrinhabbani
0	5	courtneylr
0	4	RaynebowBryte
0	3	Misyel14
0	2	kat111395
0	1	MicroMeow
0	5	collegecarli
0	5	BambiOrtiz
0	4	andrea1218
0	3	ybat
0	2	MNTraveler
0	1	flawlesssss
0	5	Tylorj
0	4	Astro41612
0	3	HannahT16
0	2	HAkehi
0	1	faeriegirl
0	5	alyssa3638
0	5	misstexasss
0	4	modernvoodoo
0	3	rreesee
0	2	greenoak1
0	1	pauliefolie
0	5	VonL
0	5	Hscox94
0	4	ChristaKH
0	3	ediebrowne
0	2	witchyempath
0	1	dssspipp
0	5	sarasmithann
0	5	alyssasclee
0	4	4457
0	3	jalexwood19
0	2	xocelestexo
0	1	LuxWay
0	5	NaomiMae
0	5	scarbeauty
0	4	cfd416
0	3	Melissatakatsch
0	2	aerumnae
0	1	annavyse
0	5	Brooke63
0	5	StefTreff
0	4	fnchn
0	3	HotPotatoe
0	2	AJIniguez
0	1	AshesAshes723
0	4	Giraffesberger
1	5	mablanc
1	4	colleenganin
1	3	lindsspatterson
1	2	DKGil
1	1	Reyaa
1	5	lytata
1	5	SheBeMom
1	4	Nuttycase
1	3	belenselassie
1	2	eecaeeca
1	1	pottery19
1	5	dannilagamon
1	5	Olliec3189
1	4	Beomii
1	3	lolitabunny
1	2	kkaayyllaa25
1	1	wkahn
1	3	lebasi4
1	5	queenoflogo
1	4	corailt03
1	3	Richi9
1	2	momskin
1	1	alya207
1	5	abclaire92
1	5	mdmartinez4
1	4	BellaValen
1	3	Pandamic
1	2	ktkiran
1	1	MrsPahle
1	3	Marband1
1	5	pekhan
1	4	thedani
1	3	Ibster40
1	2	kittie2karen
1	1	tikotiko
1	5	livvvm
1	5	Emmorris98
1	4	gblxv
1	3	Hattaavah
1	2	pinkylady15
1	1	MelMarAlv
1	1	MCRFanForLifex
1	5	AshleeA2020
1	4	BiancaChris
1	3	sjuju
1	2	Dija82
1	1	Fload
1	5	kathrynokain
1	5	Shel06
1	4	Esoo
1	3	Applesass
1	2	kitty425
1	1	gabbylemus1990
1	5	Haynurs
1	5	akglowjunkie
1	4	JessicaMarie915
1	3	Masy17
1	2	chhg
1	1	GraceBaile
1	2	teosto
1	5	akshal
1	4	americarose
1	3	alicia2599
1	2	karahj11
1	1	Chicago007
1	5	MedicatedNeko
1	5	heidinazi
1	4	kfredrickson
1	3	Martslaura
1	2	PrimaDonna17
1	1	Doombunny321
1	5	ThaneG
1	5	felv7
1	4	Tina233
1	3	ChristianBK
1	2	msburton
1	1	rugger123
1	5	iamnaomi
1	5	ramo23
1	4	Cmaurat
1	3	RebecaGL
1	2	ChalseyBevers
1	1	KymberlyC
1	5	cocokitty3
1	5	dljtoronto
1	4	kkwalker123
1	3	reybay
1	2	maddierae21
1	1	NeeCJae
1	5	seerita
1	5	Kasp3rl
1	4	nightshade1144
1	3	sarahar
1	2	Gimmemymakeup
1	1	AlyssaKaala
1	3	timeless1974
1	5	jjen8081
1	4	amharper
1	3	ejberdon
1	2	Popofcolor
1	1	Bbake
1	3	deegarxia
1	5	imbabyameliaa
1	4	GabrielaPMH
1	3	FabMarlene
1	2	Ssaannddrraaa
1	1	MLynnS
1	3	kalliee98
1	5	Suzysizzle
1	4	flacakhan
1	3	raray665
1	2	stellas
1	1	Meeks74
1	5	jamch
1	5	Jorie44
1	4	shilabeauty
1	3	stephanielve
1	2	naturalpunk
1	1	NeeshNalani
1	2	BonafideC
2	5	markieanthon
2	4	mum0f3
2	3	CCKourtney
2	2	jte918
2	1	Tannasky
2	5	michelef93
2	5	egrace88
2	4	ohnikkixo
2	3	broganvanessa
2	2	kelbryant
2	1	Dalaa
2	5	Unicorrn
2	5	trustedresale
2	4	phuongbui
2	3	mdhewitt
2	2	RidzzJ
2	1	peanut042287
2	5	Ashtynwhite
2	5	geyr
2	4	Ojalaa
2	3	dmriojas
2	2	jessicaawangg
2	1	Mishyyyyy
2	5	sarathejewell
2	5	Katiebee87
2	4	vanesaa23
2	3	mostlyMallory
2	2	jordank009
2	1	madmatte
2	4	angelemerald
2	5	mhasi
2	4	kri333
2	3	jaaymaci
2	2	Cindyamor
2	1	empress08
2	5	mcmaher0592
2	5	etherealnoire
2	4	acre224
2	3	Kaijoh
2	2	eyeriebabe
2	1	IanaBabe
2	5	safija
2	5	lisarez
2	4	allymc11
2	3	Texasgal380
2	2	castelain
2	1	EmmaLogannnnn
2	5	JackMack
2	5	hurricaneslez
2	4	nene730
2	3	Belinda85
2	2	lizzyreyes19
2	1	SamRom4
2	5	hmck31
2	5	Mayrachamen
2	4	TheCraftyCrucia
2	3	NaiyaBear92
2	2	Bernabella
2	1	kellydew05
2	5	adelgadoo
2	5	dreacanela
2	4	kleo2004
2	3	leivieira
2	2	Jocefg19
2	1	Alexys21
2	5	paigeprailene
2	5	Syrah12
2	4	hearttzz
2	3	SandraCarolina
2	2	SPurv
2	1	emilyzzzzzzzz
2	1	KyStevenson
2	5	Sammy905
2	4	schristi
2	3	alliepaige1
2	2	dearmaria0915
2	1	MandyVan
2	4	babybe3e
2	5	taniag02
2	4	Andria321
2	3	adry072011
2	2	EldaP
2	1	palmira1
2	4	Sarnath
2	5	NenaCas
2	4	karmenta4
2	3	artysbabydoll
2	2	Moreofnia
2	1	sessy2
2	5	laylamincey
2	5	deel
2	4	JojoBland
2	3	LolsJune
2	2	teacupsandcats
2	1	EWrites
2	5	cmays13
2	5	Gabbybeckner
2	4	LaLaInCLT
2	3	abbyt1212
2	2	haleysawyer1323
2	1	AimeeMUbeauty
2	5	Pockets88
2	5	brilee011
2	4	chelseaadysj
2	3	misserinnnn
2	2	Crys04
2	1	anagnt5
2	5	danimarie1228
2	5	yspan
2	4	gisselrod
2	3	jamie112
2	2	BKelso
2	1	Brookeebay
2	5	Samarina109
2	5	Hohf
2	4	melzBlikeLol
2	3	Bri1395
2	2	ayyitsdeee
2	1	baileyreviews
2	5	18theresa
3	5	ames789
3	4	rheamelwani
3	3	mgrizzz
3	2	sherrycat
3	1	allyboa
3	5	carianadanielle
3	5	TanyaLynn21
3	4	SandyHerrera
3	3	lekka80
3	2	ra665
3	1	dinahrab
3	5	JensenAdams
3	5	mewonie
3	4	sophiegirl05
3	3	p0larbear
3	2	Adumas
3	1	shawnak3
3	4	jazmila
3	5	Schwaam
3	4	lmubitl
3	3	ripalmond
3	2	edencarnold
3	1	pinkmeforever
3	4	MernaKitKat
3	5	AlanAGalvez
3	4	Wooooooowzers
3	3	joannna12
3	2	bubblegumpunk
3	1	Sarvin103
3	4	BrittanyOhm
3	5	sarahmcbrown
3	4	vksharma
3	3	KatMacAttack
3	2	lolomw
3	1	chinxilla613
3	2	jhkp
3	5	Smckey
3	4	quiera693
3	3	Cecemayfrancis
3	2	Brookeboee
3	1	AesthRN
3	2	soldbysyl
3	5	MarySimpson1995
3	4	zilch
3	3	nerd127
3	2	hanahailey
3	1	chelsearae9
3	2	MandyRodriguez3
3	5	DanniDi
3	4	brownsugabeauti
3	3	faithvancil
3	2	Jackiem1780
3	1	Surgalski
3	5	mjthu
3	5	LisaGALASSI
3	4	ZainabSubhan
3	3	SavvyNiquole
3	2	Moonchild444
3	1	corinag
3	5	beautyaddict256
3	5	keniann
3	4	jenniferbaines
3	3	BB1987
3	2	zenroxy
3	1	Colorado1234
3	5	uncertaintea
3	5	mingi1
3	4	fruitysquirt
3	3	Bay20
3	2	Suzanna3600
3	1	elnina00
3	1	hhannahshellyy
3	5	teenam
3	4	JuicyBinch
3	3	lalaine
3	2	MrudulaR
3	1	TheSaltQueen
3	1	Knighttimewalk
3	5	Jessica999
3	4	Wedgiequeen
3	3	libbyjuju
3	2	warmsummerrainn
3	1	ffxgirl1
3	4	kens1225
3	5	ZoeArgo
3	4	Nim312
3	3	nativeprotag
3	2	miyaas
3	1	sarrcriss
3	5	bphanbby
3	5	sking90
3	4	cwsephora
3	3	AngiesCloset
3	2	skyyy4
3	1	PamAlpha
3	4	Linleko
3	5	phillycheazcake
3	4	skelly98
3	3	charleston08
3	2	GabriellaM2006
3	1	kristic333
3	5	vinal
3	5	ariannamgilbert
3	4	roseglowgirl
3	3	ShellyRico
3	2	missalyssa977
3	1	freehugsforcats
3	4	samanthamann
3	5	newtry
3	4	cc13799
3	3	Demebb
3	2	princessredness
3	1	Glaminvan
3	5	jhu545
3	5	CM0NEY
3	4	RaccoonInHelmet
3	3	BDPetersen
3	2	TurquoiseGreen
3	1	kellis007
3	5	SymanthaBeauty
4	5	TheHoneyBadgerr
4	4	brebre933
4	3	frannypierre
4	2	Kaylyn92
4	1	marymooree
4	5	captkuro
4	5	EmilyKate1
4	4	axb8
4	3	Prosecco4Brekko
4	2	helenadib99
4	1	Angieeeee
4	5	JennieRoth
4	5	Karen41189
4	4	tiaabi
4	3	ThisIsLN
4	2	LeAndra143
4	1	Meg760
4	5	ChelseaTM
4	5	Letyak
4	4	GraceeMiller
4	3	Sajari
4	2	LunaPiena
4	1	Ratmom
4	1	KikiCookie
4	5	rloren
4	4	ihave7cats
4	3	beats96
4	2	Coll13
4	1	Jennmb7
4	5	Perry13
4	5	PamelaDF
4	4	Kylie116
4	3	Sgaribaldo
4	2	madiiibear
4	1	Estherbabi
4	5	audijagg
4	5	KaitlynB754
4	4	KelseyBekah
4	3	aef937
4	2	AbbyS1207
4	1	Linseyrc
4	1	sasnyder
4	5	KeiCai
4	4	user767
4	3	Bohemiaqueen
4	2	cbisssh
4	1	kgguerrero
4	5	FarzanaRaisa
4	5	littleblackbag
4	4	pattidee102
4	3	HonesTea1st
4	2	zeeeldaaa
4	1	ktnma
4	5	anwarahmad
4	5	ashleyvela
4	4	GlisteningSun
4	3	vanessa222
4	2	TheLittleBB
4	1	MaBo1
4	5	kpjulia
4	5	ashleysloane21
4	4	AlixC
4	3	fragrancebadxd
4	2	petitagneaunoir
4	1	Knightmares
4	4	CP171717
4	5	teaganrae
4	4	kvtrvs
4	3	stephalexisg
4	2	Ashleygw
4	1	rosansukhu
4	1	elizareader
4	5	reshap
4	4	saganislord
4	3	misslisaa
4	2	Trinity9
4	1	beautyjunkie428
4	5	Laurennn25
4	5	NehaBiswal
4	4	theRealMeche
4	3	TrizzTrizzTrizz
4	2	Keshet7717
4	1	Gigi2017
4	5	Aadh
4	5	tamtam1212
4	4	Nicknewton100
4	3	Alibram
4	2	TheWeiToGo
4	1	jamiehubbell
4	5	Martulya
4	5	xShinjiShiro
4	4	BRC93
4	3	julia176
4	2	wamseey
4	1	Shiv212
4	5	Offbrand
4	5	Andiiiiiiii
4	4	lilbabyxo
4	3	Moe07
4	2	Charmusic
4	1	pjbaby
4	5	yoyodiva
4	5	Missmaggiemouse
4	4	Yiannademi
4	3	Clare3
4	2	matchapan
4	1	Gabrielle457
4	5	jacobsladder91
4	5	rrrai
4	4	Marinacma
4	3	Maddietc
4	2	mosechko
4	1	NickyWicky
4	5	AnniesNickname
4	5	JC983
4	4	umama12
4	3	12vicky12
4	2	maricadear
4	1	jmpian
4	4	jmat
5	5	thelovelymarrie
5	4	glawskinmary
5	3	Eileen2
5	2	calistatee
5	1	othermom
5	5	Katiebobeauty
5	5	shecan93
5	4	aqhsz
5	3	HeyItsJackeline
5	2	emilyubienski
5	1	tammelo
5	4	skinclips
5	5	Giordasa
5	4	pennypens
5	3	jelenaj
5	2	makeupmeaj
5	1	peppeppep
5	5	Evilgirl
5	5	yahairaperez
5	4	borealisbeauty
5	3	VisionaryScarf
5	2	mrspandaface
5	1	misa22
5	5	imsammmmm
5	5	Gaspera
5	4	crystalmfeight
5	3	moniherc
5	2	giggles30
5	1	kaitlinr14
5	5	agomalley
5	5	jlsparkliglo
5	4	sweeta29
5	3	AprilW79
5	2	stefsaysso
5	1	apresglow
5	5	addiryanne
5	5	hummelmua
5	4	Qfglow
5	3	JohnYu
5	2	glowbymo
5	1	Yanyan246
5	5	Aidymarie
5	5	jessicabal7
5	4	courtneycoulter
5	3	sunnysidesin
5	2	glowingface77
5	1	jfoldes
5	5	ChristaMRussell
5	5	Jay719
5	4	ChampagneV
5	3	ymkmb
5	2	mandymarie10
5	1	Ivanna88
5	5	anjilfase
5	5	brasilmo
5	4	Mazzlo
5	3	ravenontheeave
5	2	pandy78
5	1	sapiencektkc
5	5	youngsav
5	5	ItalianWifeMom
5	4	MmChic99
5	3	bulls20
5	2	isa23law03rusi1
5	1	rgacr17
5	3	musiclvr77
5	5	brittmd
5	4	mmac1
5	3	StephCroft
5	2	mahanoirb
5	1	AnaJas
5	3	addictskincare
5	5	DrLaur
5	4	thegoldlines
5	3	Stylishwitht
5	2	TheBeautyBooks
5	1	meredithbraun
5	3	LST1990
5	5	channynanny
5	4	etufino
5	3	Tay123987
5	2	Maryv2311
5	1	sonyajac
5	5	Ericuda37
5	5	SuperVK
5	4	nytginger
5	3	skincarecrazy11
5	2	MochiCatt
5	1	Sophcation
5	5	Ritouche
5	5	Bunnybutt531
5	4	Bbeautyforall
5	3	Alohawaii
5	2	pammeronii
5	1	sassysavi
5	5	ReneeVerm
5	5	elainaskincare
5	4	megs327
5	3	elenaph
5	2	MollyT789
5	1	PriyankaWagh
5	5	selizabeths
5	5	kloiejada
5	4	ouinatalie
5	3	LindseyRRR
5	2	LiveLoveSophia
5	1	emilymarie14
5	5	dliwings
5	5	ladybaltazar
5	4	toomuchlipgloss
5	3	feefeewhite
5	2	Heertu
5	1	Erink999
5	5	chappysauce
5	5	Sonata63
5	4	Julie2405
5	3	ceclarke14
5	2	Haalerrs
5	1	allisonrockk
5	5	Vahesse
6	5	taybmarie
6	4	mgnoodles
6	3	racheldachel99
6	2	shoopa
6	1	KittyKatya17
6	5	kennichiq
6	5	nsyd
6	4	Kayla4727
6	3	cjshopper
6	2	JulieTIME
6	1	ShaylaJean
6	5	MWJXUKWMS
6	5	Pandoraskin
6	4	stephalopalous
6	3	ilovemymonkies
6	2	CorinaRina42588
6	1	MamaAnna
6	4	stephm0105
6	5	RobinTisABird
6	4	MegSuee
6	3	evieekins
6	2	forensic
6	1	mal104
6	2	angiek1212
6	5	snoel
6	4	LuvLily
6	3	brooks115
6	2	Allie1619
6	1	snblue8
6	5	rjbmmt
6	5	Maylka13
6	4	momoDC
6	3	maliwhoo
6	2	Mollysota666
6	1	Gigi01273552
6	2	gracecy
6	5	TamGram
6	4	Deeevo
6	3	EstherMoney
6	2	Vsch
6	1	dmmaculate
6	5	SkinAddict1987
6	5	AshlynWitt
6	4	Shel06
6	3	Arnelle22
6	2	hales99lynn
6	1	RachelMcclay
6	5	diana527
6	5	michele1971
6	4	JasmineMcNear
6	3	ToriNatelB
6	2	angelquartz
6	1	mmechtenkamp
6	5	Kail20
6	5	nayiatoronto
6	4	cggn
6	3	EllenNeary
6	2	kaymalone
6	1	Emily314
6	4	yourgirlshan
6	5	Shabash89
6	4	oliviahaspants
6	3	jademo
6	2	Mom4boys2dogs
6	1	RecentDeparture
6	5	madikern
6	5	hummelmua
6	4	juuleee
6	3	chaltechalte
6	2	parrace
6	1	Ina216
6	4	amandaclu
6	5	stststacy
6	4	TiffLovesHair
6	3	mackybeauty
6	2	suhnah
6	1	ComboSkin1989
6	3	maybeitsmay25
6	5	kristinjackson
6	4	amelia91
6	3	bbyk80
6	2	selizabeths
6	1	Kayt04
6	5	pigeoncrap
6	5	emmabeez
6	4	MariMile
6	3	Saucyyyy
6	2	DanieLF
6	1	ssla
6	5	Ulxra
6	5	Cedarforest
6	4	Eyeman
6	3	woahitsBethany
6	2	elektrikbabe
6	1	callanlalala
6	5	CactusJill
6	5	rkbmags
6	4	hailliegirl28
6	3	ohminsun
6	2	Megamew
6	1	JeanneBegin
6	5	cara80
6	5	mreil29
6	4	MlleJuliette
6	3	SFRugrat
6	2	whamantha
6	1	asierrat
6	5	tnl1165
6	5	nishikam
6	4	Mdrdc
6	3	krl42
6	2	LCBoogie
6	1	LegalBeagles
6	1	KienHuynh
6	5	JennLynnifer
6	4	strawburrie
6	3	dakiddo311
6	2	MichelleJB
6	1	lololololola
6	4	kim008
7	5	EZMacc
7	4	rb8531
7	3	jrhayashi
7	2	laugzz
7	1	Bridgette27
7	5	ChristiAnna15
7	5	ChristiAnna15
7	4	jenjennkause
7	3	loud2
7	2	Smkiffer
7	1	Noomii
7	4	tinkerbe11a
7	5	shan2389
7	4	jacynyu
7	3	DaniAron
7	2	eveyrhingistak
7	1	queentut
7	1	JBSTL
7	5	nicholaskade
7	4	bimb0bop
7	3	juliafoxtho
7	2	DarbsD
7	1	brinleys5
7	3	EthansMomma
7	5	severussnape000
7	4	Tristin08
7	3	Bbzbx
7	2	martinajb
7	1	averyd09
7	5	Viccc13
7	5	butta8281
7	4	TurkGirl
7	3	AthenaBrooke
7	2	Msnugs
7	1	ebm1919
7	3	Jgirl24
7	5	Smallchange
7	4	pinkangel
7	3	CristiWynn
7	2	helenadib99
7	1	KBfromKC
7	5	BrittaniAnn97
7	5	heatherd28
7	4	lizethc309
7	3	andreacrmg
7	2	mediacy
7	1	BlushyCheeky
7	5	MsLeahhh
7	5	SammyMoonglow
7	4	missbaox
7	3	faith10312
7	2	ellecarol
7	1	magdag409
7	3	kbumbera
7	5	xoxoalh
7	4	cmargaret24
7	3	veggiekilla
7	2	wandercole
7	1	Lhuth707
7	5	variegatedmonst
7	5	milkspiller826
7	4	Rory1234
7	3	cookies34
7	2	justc8
7	1	Krissymichele
7	5	Alixw353
7	5	Cassiejh
7	4	xolaurenxo94
7	3	AngLeah
7	2	Mulliganaj
7	1	meg0909
7	3	nceebaby
7	5	yippee23
7	4	Abbs6
7	3	AG113
7	2	MelMarAlv
7	1	Megyode21
7	2	BEB94
7	5	anniegold
7	4	simplyysereenx3
7	3	Shayla108
7	2	linds72
7	1	lillady05
7	5	charding2
7	5	anyac
7	4	sonialasagna95
7	3	LDIAZ7636
7	2	steph8391
7	1	STC89
7	1	Houligan44
7	5	amandab1996
7	4	Alexiaem
7	3	theaccountant
7	2	NSharp
7	1	panada1718
7	4	ShaunaBM
7	5	Rebeccav22
7	4	Elote10
7	3	pdxSAM
7	2	Emmaglam
7	1	kylielorraine
7	5	SaraDjurica
7	5	katiefromfrance
7	4	brewha
7	3	SunshineSamus
7	2	mamaBootz
7	1	MelieG
7	5	tshaffer
7	5	StefkoKat
7	4	realtalkwithkp
7	3	alp2011
7	2	zimmliz
7	1	AmeeeV
7	3	hannahceleste
7	5	MelanieG13
7	4	drashtii
7	3	Bjs79
7	2	BrookRoss
7	1	Tillers247
7	5	LH34
8	5	julialauren
8	4	KaedeJessica
8	3	CourtneyAnn25
8	2	Sofiasreviews
8	1	Johnbri
8	1	kkat269
8	5	bexb0612
8	4	qalu
8	3	jord27
8	2	SpectacuLaura
8	1	DianaR23
8	5	lrufunicorn
8	5	blink604
8	4	mememeuwuwhfbd
8	3	kanzarean
8	2	chamomilesz
8	1	Justin77777
8	4	punkypoodle
8	5	lolabeber
8	4	Laaazybonesss
8	3	EmilyR47
8	2	Lilceashell
8	1	M3g1
8	4	booboo100
8	5	rbreit93
8	4	sweetcarolina13
8	3	justicericardo
8	2	kaylamydarling
8	1	Sydnay26
8	5	cindygomes
8	5	laurenelisabeta
8	4	Jordfn
8	3	desireehates
8	2	baiwkdhushejrnr
8	1	jmaciel233
8	5	lilianxnguyen
8	5	TorieMae
8	4	Alsetoka
8	3	plenny
8	2	gardenwasp
8	1	SecretSiren
8	5	mahanoirb
8	5	mackenzie1024
8	4	Verocardinal
8	3	Harshi20
8	2	TiffyTaffy0211
8	1	norasav
8	4	kristinagough
8	5	sarahmstevens
8	4	eczemalife
8	3	ZaraDubai
8	2	GinaBallerina86
8	1	Hallee09
8	5	DeandraW
8	5	CJK11
8	4	natalielorinee
8	3	Megannoel95
8	2	JSanch1012
8	1	TrishaLyn007
8	5	blondiexo19
8	5	Divoo
8	4	minakinsxo
8	3	nicoletteshin
8	2	perladiazaris
8	1	LuzElena5
8	3	Lberger
8	5	JoniqueD
8	4	emmaniess
8	3	leemay
8	2	Karalong
8	1	LianaRose
8	4	Minkaaa
8	5	Destinyb1432
8	4	DanielleB01
8	3	SaraMarie2312
8	2	Mikky007
8	1	DestanyDawn
8	5	iOAH
8	5	blanca94
8	4	Pandoraskin
8	3	HollyCan
8	2	vifilgueira
8	1	Kmr1024
8	4	Yeszika
8	5	nel1994
8	4	abbsrett
8	3	mlili0611
8	2	lexc1
8	1	rainey
8	5	madisonbailey99
8	5	hibad728
8	4	Ellyson
8	3	MakeupNewbie02
8	2	Claudia634
8	1	victhechick
8	3	AlexaN88
8	5	MyLinhhh
8	4	susanayasmin
8	3	Shelby9330
8	2	mommiemom
8	1	Kelley335
8	5	ellmitch
8	5	Lara815
8	4	MatchaBunny
8	3	amanthakelly
8	2	manda091220
8	1	citrusblack
8	5	hannayray
8	5	jennnatles
8	4	sarahmuddleton
8	3	jacquelinecxo
8	2	teebaby101
8	1	cheerleader789
8	5	AshleyAW
8	5	riiriibaby93
8	4	jaclynisis
8	3	rose617
8	2	Neriventura1995
8	1	kapka
8	5	savy15
9	5	kris02021
9	4	Komal25
9	3	zzzzzzz123
9	2	missbettencourt
9	1	zbhatti123
9	5	buhnny
9	5	TitaniaGarcia
9	4	mmarrianne
9	3	elleirene
9	2	Katyl2005
9	1	jos4
9	5	Makeuplovertng
9	5	Alexiss202
9	4	pascale21
9	3	sweetangelkiss1
9	2	SamHalseth
9	1	chelsiville
9	4	SaluP
9	5	eyeshadowmans
9	4	Lisarobinette
9	3	bbygcait
9	2	CalgaryBlondie
9	1	anaoxox
9	5	eyesbluebeauty
9	5	Falgueira
9	4	trxcyy
9	3	jadedfox
9	2	heatherd28
9	1	HanniCoo
9	5	babygiraffe7
9	5	breannacrg
9	4	nikithaytok
9	3	LauraMists
9	2	LunaQuadri
9	1	babykhom
9	3	toomanyalexs
9	5	imElaine
9	4	nourzan
9	3	Nikkeroo
9	2	BodgyalTaash
9	1	sairbear444
9	5	kaelinlaurie
9	5	skhan93
9	4	mystofthenight
9	3	IrinaLan
9	2	mishimish
9	1	uRaQtPie
9	5	shanicecoker
9	5	SeriousYSkin
9	4	mscatb
9	3	tashtusha
9	2	Ellanna21
9	1	sphoraaddict
9	4	tikitavi
9	5	4Ree
9	4	gabbeyroad08
9	3	EmilyDictionary
9	2	EricaBerica33
9	1	steph247
9	5	Roxyzez
9	5	Masoomeh
9	4	frijolelookin12
9	3	keeratks9
9	2	AndreaGS29
9	1	stephnsandler
9	4	hannahbarrie
9	5	giannaalexia
9	4	BetsyAnna113
9	3	Bagelcarpiano
9	2	Ayemaq
9	1	allofheather
9	5	mimimimi32
9	5	beccamack
9	4	Antoinette1962
9	3	BeeG1128
9	2	LunarPisces
9	1	Dedee1985
9	1	majoar1027
9	5	SaraTopciu
9	4	hesbrandon
9	3	adanna22
9	2	MichelleJamez
9	1	tara1907
9	5	jessicapaulette
9	5	Slsommers
9	4	2004RamGurl
9	3	basicr
9	2	CurlyK88
9	1	CBeauty92
9	5	KevinMD
9	5	3AMMURAT
9	4	Dianna08
9	3	Vesta0
9	2	KweenOfKrowns
9	1	Bttercup
9	5	Saaraaah
9	5	AayuG
9	4	Priiiyaaa
9	3	richcastrow
9	2	Frankiefuu
9	1	shamonaLB
9	4	cocowatt
9	5	llpotv
9	4	Marv004
9	3	ProductsOhMy
9	2	HisLoveForYou
9	1	Sasharella
9	5	malsayed
9	5	MapleTori
9	4	MariaCoco13
9	3	Graceshower
9	2	tobejanes
9	1	chaltechalte
9	5	44Mackenzie44
9	5	byogi613
9	4	Kaitlinjeanb
9	3	snuffanie
9	2	polychula
9	1	tdohert
9	5	JankiP25
10	5	veronicag06
10	4	peaaaa
10	3	Darra18
10	2	Naners77
10	1	browneyedmel
10	5	LisaDuP
10	5	EthansMomma
10	4	Roze03
10	3	BeriBee1872
10	2	makeupbyme106
10	1	skyk99
10	5	savvyellie
10	5	Lara815
10	4	Marykim6279
10	3	MsNicoleS
10	2	snowbearboo
10	1	eggomochi
10	2	SeriousYSkin
10	5	Kimberly5
10	4	AdiAdriana
10	3	dieyacine
10	2	brifrah
10	1	HuiiC
10	5	anniebanannniie
10	5	itsnotnicole
10	4	clana
10	3	Allimmay
10	2	Shae1328
10	1	CarolineLxo
10	5	KKCL
10	5	LoriYng
10	4	Samgallz
10	3	SarahC1021
10	2	Elle1913
10	1	atronkz
10	5	EriIsa
10	5	arlissad
10	4	shalolove
10	3	mirandaRN
10	2	JVJV1
10	1	jocev
10	3	Nkar92
10	5	adhayes84
10	4	SofiaKov
10	3	anonymous010
10	2	catmom00
10	1	addrocartmame
10	5	Steph0813
10	5	hklove9
10	4	nnnora
10	3	racheldachel99
10	2	zahra78
10	1	heatherzynha
10	5	jenestra
10	5	kle21
10	4	Jules944
10	3	Lex031
10	2	JameeK
10	1	NurseJohanna
10	5	Grizg89101517
10	5	hiimsydnee
10	4	Sofieh
10	3	bumbleb226
10	2	Vivrantshorty
10	1	Madyp23
10	3	JessicaLPad
10	5	Johnny9506
10	4	MakeupbyTara
10	3	carpowski
10	2	MaudeS92
10	1	mrgnmr
10	5	CaseyLi
10	5	fortina11
10	4	Agraham
10	3	heidsx
10	2	miac123
10	1	sarahp1985
10	5	Ava950
10	5	twilantis
10	4	hly27
10	3	vvrian
10	2	Rhiixo
10	1	charleston08
10	5	Happilyazilla
10	5	CaleyJennifer
10	4	neha3018
10	3	niahbear
10	2	Rashmi0511
10	1	jenna1211
10	5	Leiloww
10	5	freshroses12
10	4	lmwilton
10	3	Pyroxx
10	2	Tanza365
10	1	kass16
10	5	brogers008
10	5	asm1278
10	4	Elyse270
10	3	Gabrielle16
10	2	slestelle
10	1	skg782
10	5	AsymptoticJoy
10	5	NeesaSuncheuri
10	4	Nievathaa
10	3	quaejj
10	2	teacher777
10	1	ktfall93
10	5	tammyk519
10	5	Jaleecia
10	4	SingleMomReview
10	3	kmaurer93
10	2	Mangtatakoya
10	1	Adholmes1
10	5	yukiharu
10	5	CLChampagne10
10	4	AmyLaurenA
10	3	Dreamjohnson
10	2	vhim
10	1	Idaleung
10	5	skinglow16
11	5	Nk011317
11	4	Sarax17
11	3	nahshhAnamika22
11	2	jxlivnne
11	1	limila1
11	5	mpayne127
11	5	hunny81
11	4	meliing
11	3	Aleyska
11	2	Assleynichole
11	1	HaleyWork
11	3	Kelsbarker
